gasto_id,fecha_id,sucursal_id,tipo_gasto,monto,descripcion
2290,1023,6,Marketing,484.27,Marketing - Sucursal 6
2291,1070,4,Personal,2537.28,Personal - Sucursal 4
2292,693,4,Marketing,526.94,Marketing - Sucursal 3
2293,547,2,Mantenimiento,439.95,Mantenimiento - Sucursal 8
2294,184,1,Combustible,455.5,Combustible - Sucursal 6
2295,6,5,Seguros,464.3,Seguros - Sucursal 4
2296,593,8,Seguros,821.25,Seguros - Sucursal 3
2297,1094,5,Combustible,490.77,Combustible - Sucursal 6
2298,964,5,Alquiler Local,1650.07,Alquiler Local - Sucursal 3
2299,47,2,Seguros,1058.31,Seguros - Sucursal 5
2300,410,8,Combustible,636.03,Combustible - Sucursal 3
2301,316,1,Combustible,242.54,Combustible - Sucursal 1
2302,214,4,Seguros,732.36,Seguros - Sucursal 8
2303,1016,1,Combustible,770.7,Combustible - Sucursal 4
2304,1027,2,Mantenimiento,138.79,Mantenimiento - Sucursal 7
2305,529,4,Alquiler Local,1183.11,Alquiler Local - Sucursal 6
2306,176,1,Seguros,874.09,Seguros - Sucursal 5
2307,1022,5,Seguros,544.52,Seguros - Sucursal 2
2308,896,6,Combustible,646.54,Combustible - Sucursal 3
2309,423,6,Mantenimiento,277.65,Mantenimiento - Sucursal 2
2310,383,3,Seguros,852.49,Seguros - Sucursal 3
2311,1059,1,Alquiler Local,2370.12,Alquiler Local - Sucursal 5
2312,695,7,Combustible,292.79,Combustible - Sucursal 1
2313,536,3,Alquiler Local,1683.29,Alquiler Local - Sucursal 4
2314,303,4,Marketing,1336.54,Marketing - Sucursal 4
2315,1063,7,Seguros,1117.94,Seguros - Sucursal 7
2316,533,4,Seguros,675.63,Seguros - Sucursal 2
2317,1047,2,Marketing,334.94,Marketing - Sucursal 6
2318,887,7,Seguros,792.6,Seguros - Sucursal 8
2319,859,5,Alquiler Local,1483.49,Alquiler Local - Sucursal 2
2320,1004,3,Personal,2114.69,Personal - Sucursal 7
2321,321,4,Seguros,780.18,Seguros - Sucursal 4
2322,268,5,Alquiler Local,2134.34,Alquiler Local - Sucursal 1
2323,782,6,Seguros,1185.45,Seguros - Sucursal 6
2324,1007,3,Combustible,383.65,Combustible - Sucursal 8
2325,176,3,Alquiler Local,2343.98,Alquiler Local - Sucursal 3
2326,539,3,Combustible,523.15,Combustible - Sucursal 1
2327,1060,4,Combustible,793.87,Combustible - Sucursal 8
2328,694,5,Combustible,449.74,Combustible - Sucursal 6
2329,321,3,Seguros,629.19,Seguros - Sucursal 4
2330,775,4,Mantenimiento,415.43,Mantenimiento - Sucursal 7
2331,596,5,Mantenimiento,185.71,Mantenimiento - Sucursal 3
2332,618,4,Seguros,338.69,Seguros - Sucursal 6
2333,329,6,Alquiler Local,1190.54,Alquiler Local - Sucursal 4
2334,434,3,Seguros,685.8,Seguros - Sucursal 3
2335,661,6,Combustible,399.92,Combustible - Sucursal 4
2336,612,5,Marketing,1286.95,Marketing - Sucursal 2
2337,892,7,Personal,1973.39,Personal - Sucursal 5
2338,779,8,Seguros,375.17,Seguros - Sucursal 5
2339,155,6,Mantenimiento,93.73,Mantenimiento - Sucursal 7
2340,230,6,Combustible,380.37,Combustible - Sucursal 4
2341,515,2,Marketing,1993.51,Marketing - Sucursal 5
2342,910,3,Personal,2402.84,Personal - Sucursal 4
2343,888,5,Marketing,882.22,Marketing - Sucursal 1
2344,979,2,Personal,2613.28,Personal - Sucursal 5
2345,1019,1,Mantenimiento,364.91,Mantenimiento - Sucursal 8
2346,534,7,Personal,2700.25,Personal - Sucursal 3
2347,1071,8,Personal,1796.85,Personal - Sucursal 1
2348,136,1,Marketing,306.04,Marketing - Sucursal 3
2349,368,2,Combustible,604.77,Combustible - Sucursal 8
2350,886,6,Alquiler Local,1620.39,Alquiler Local - Sucursal 7
2351,518,8,Marketing,1519.39,Marketing - Sucursal 4
2352,800,4,Combustible,411.7,Combustible - Sucursal 6
2353,845,1,Alquiler Local,2039.11,Alquiler Local - Sucursal 7
2354,100,5,Seguros,531.54,Seguros - Sucursal 2
2355,722,1,Marketing,587.9,Marketing - Sucursal 5
2356,973,2,Combustible,730.12,Combustible - Sucursal 6
2357,132,8,Marketing,482.8,Marketing - Sucursal 2
2358,957,8,Marketing,1280.44,Marketing - Sucursal 3
2359,160,4,Combustible,527.03,Combustible - Sucursal 2
2360,106,2,Personal,2244.94,Personal - Sucursal 1
2361,317,5,Alquiler Local,1351.05,Alquiler Local - Sucursal 3
2362,335,5,Alquiler Local,1389.14,Alquiler Local - Sucursal 8
2363,1048,6,Mantenimiento,117.87,Mantenimiento - Sucursal 3
2364,548,7,Alquiler Local,1821.1,Alquiler Local - Sucursal 6
2365,893,5,Seguros,1051.93,Seguros - Sucursal 2
2366,185,7,Personal,2885.73,Personal - Sucursal 6
2367,414,1,Personal,1850.43,Personal - Sucursal 6
2368,525,2,Alquiler Local,1652.53,Alquiler Local - Sucursal 4
2369,73,4,Combustible,465.99,Combustible - Sucursal 1
2370,408,4,Marketing,1432.91,Marketing - Sucursal 2
2371,190,1,Seguros,412.76,Seguros - Sucursal 5
2372,481,3,Combustible,317.26,Combustible - Sucursal 5
2373,8,1,Combustible,569.59,Combustible - Sucursal 6
2374,710,7,Alquiler Local,2071.74,Alquiler Local - Sucursal 2
2375,962,4,Personal,1533.96,Personal - Sucursal 4
2376,135,8,Personal,2703.52,Personal - Sucursal 5
2377,843,6,Mantenimiento,466.48,Mantenimiento - Sucursal 8
2378,826,8,Marketing,951.79,Marketing - Sucursal 4
2379,939,2,Personal,1762.26,Personal - Sucursal 6
2380,235,2,Marketing,1103.31,Marketing - Sucursal 4
2381,287,4,Seguros,871.09,Seguros - Sucursal 4
2382,313,8,Personal,2409.73,Personal - Sucursal 2
2383,703,6,Combustible,168.86,Combustible - Sucursal 2
2384,708,1,Combustible,203.86,Combustible - Sucursal 2
2385,841,8,Alquiler Local,1008.36,Alquiler Local - Sucursal 6
2386,716,3,Mantenimiento,250.99,Mantenimiento - Sucursal 8
2387,447,2,Personal,2053.06,Personal - Sucursal 1
2388,667,1,Mantenimiento,325.02,Mantenimiento - Sucursal 4
2389,46,3,Seguros,923.95,Seguros - Sucursal 1
2390,845,8,Combustible,524.55,Combustible - Sucursal 4
2391,880,2,Alquiler Local,1061.29,Alquiler Local - Sucursal 8
2392,394,2,Mantenimiento,337.94,Mantenimiento - Sucursal 6
2393,806,5,Mantenimiento,240.29,Mantenimiento - Sucursal 1
2394,407,4,Alquiler Local,1234.73,Alquiler Local - Sucursal 7
2395,942,3,Alquiler Local,1852.38,Alquiler Local - Sucursal 8
2396,729,2,Seguros,556.63,Seguros - Sucursal 2
2397,256,1,Personal,2475.22,Personal - Sucursal 7
2398,1,5,Personal,1911.99,Personal - Sucursal 4
2399,196,8,Seguros,709.84,Seguros - Sucursal 4
2400,910,1,Alquiler Local,1111.65,Alquiler Local - Sucursal 5
2401,194,1,Marketing,1088.95,Marketing - Sucursal 2
2402,26,1,Marketing,1320.43,Marketing - Sucursal 1
2403,786,7,Seguros,922.64,Seguros - Sucursal 1
2404,1009,1,Alquiler Local,2192.13,Alquiler Local - Sucursal 5
2405,773,2,Mantenimiento,362.04,Mantenimiento - Sucursal 1
2406,60,3,Marketing,1318.39,Marketing - Sucursal 1
2407,81,2,Personal,2950.8,Personal - Sucursal 6
2408,241,5,Mantenimiento,195.28,Mantenimiento - Sucursal 7
2409,654,1,Alquiler Local,1770.59,Alquiler Local - Sucursal 7
2410,711,3,Personal,2239.19,Personal - Sucursal 6
2411,794,8,Personal,2657.95,Personal - Sucursal 3
2412,806,6,Mantenimiento,410.28,Mantenimiento - Sucursal 5
2413,580,8,Personal,2154.54,Personal - Sucursal 4
2414,58,5,Marketing,1772.49,Marketing - Sucursal 2
2415,403,5,Mantenimiento,155.51,Mantenimiento - Sucursal 3
2416,441,6,Seguros,503.14,Seguros - Sucursal 6
2417,917,7,Seguros,906.54,Seguros - Sucursal 8
2418,755,1,Personal,2836.68,Personal - Sucursal 4
2419,169,6,Marketing,1566.32,Marketing - Sucursal 6
2420,682,5,Personal,2878.56,Personal - Sucursal 6
2421,169,1,Combustible,411.81,Combustible - Sucursal 5
2422,929,6,Marketing,1314.02,Marketing - Sucursal 3
2423,765,6,Personal,2025.53,Personal - Sucursal 4
2424,781,7,Personal,2345.25,Personal - Sucursal 1
2425,146,7,Mantenimiento,122.62,Mantenimiento - Sucursal 1
2426,548,6,Marketing,1774.46,Marketing - Sucursal 8
2427,694,7,Marketing,916.54,Marketing - Sucursal 8
2428,951,6,Combustible,424.6,Combustible - Sucursal 4
2429,365,1,Marketing,1255.64,Marketing - Sucursal 8
2430,119,5,Combustible,199.85,Combustible - Sucursal 4
2431,655,1,Marketing,1232.95,Marketing - Sucursal 3
2432,24,7,Personal,2858.09,Personal - Sucursal 5
2433,483,7,Mantenimiento,287.27,Mantenimiento - Sucursal 8
2434,902,4,Personal,2157.25,Personal - Sucursal 6
2435,510,1,Marketing,1179.84,Marketing - Sucursal 8
2436,19,1,Mantenimiento,463.39,Mantenimiento - Sucursal 5
2437,546,2,Combustible,181.45,Combustible - Sucursal 3
2438,555,6,Seguros,771.57,Seguros - Sucursal 8
2439,252,7,Combustible,644.11,Combustible - Sucursal 8
2440,278,3,Combustible,683.61,Combustible - Sucursal 4
2441,692,3,Mantenimiento,396.34,Mantenimiento - Sucursal 7
2442,277,3,Marketing,1892.72,Marketing - Sucursal 1
2443,329,1,Alquiler Local,2000.6,Alquiler Local - Sucursal 5
2444,889,3,Personal,1874.17,Personal - Sucursal 3
2445,589,1,Mantenimiento,174.45,Mantenimiento - Sucursal 7
2446,1057,4,Combustible,484.73,Combustible - Sucursal 6
2447,947,7,Personal,1513.33,Personal - Sucursal 8
2448,75,4,Personal,2784.51,Personal - Sucursal 3
2449,512,6,Mantenimiento,176.17,Mantenimiento - Sucursal 6
2450,278,3,Marketing,338.1,Marketing - Sucursal 2
2451,1024,3,Seguros,868.13,Seguros - Sucursal 7
2452,309,6,Personal,2923.09,Personal - Sucursal 1
2453,52,8,Personal,1756.31,Personal - Sucursal 3
2454,71,5,Alquiler Local,925.84,Alquiler Local - Sucursal 7
2455,1007,4,Seguros,1028.68,Seguros - Sucursal 3
2456,89,3,Combustible,600.17,Combustible - Sucursal 6
2457,819,3,Alquiler Local,1028.81,Alquiler Local - Sucursal 4
2458,813,3,Seguros,1019.87,Seguros - Sucursal 7
2459,1074,2,Marketing,1656.15,Marketing - Sucursal 8
2460,316,5,Marketing,1464.23,Marketing - Sucursal 5
2461,1035,7,Mantenimiento,230.99,Mantenimiento - Sucursal 4
2462,1004,4,Seguros,575.63,Seguros - Sucursal 3
2463,531,2,Alquiler Local,1942.14,Alquiler Local - Sucursal 5
2464,158,5,Marketing,545.78,Marketing - Sucursal 4
2465,856,4,Combustible,445.92,Combustible - Sucursal 7
2466,631,4,Marketing,1026.64,Marketing - Sucursal 1
2467,576,6,Marketing,1085.43,Marketing - Sucursal 3
2468,466,7,Personal,2524.99,Personal - Sucursal 5
2469,168,1,Seguros,888.38,Seguros - Sucursal 4
2470,10,6,Alquiler Local,806.08,Alquiler Local - Sucursal 1
2471,804,2,Mantenimiento,351.84,Mantenimiento - Sucursal 2
2472,684,2,Personal,2302.84,Personal - Sucursal 7
2473,1068,2,Combustible,682.35,Combustible - Sucursal 7
2474,956,3,Combustible,389.84,Combustible - Sucursal 1
2475,260,3,Combustible,153.7,Combustible - Sucursal 3
2476,775,8,Personal,1638.69,Personal - Sucursal 5
2477,284,2,Personal,1802.97,Personal - Sucursal 3
2478,214,5,Combustible,232.49,Combustible - Sucursal 5
2479,577,3,Marketing,1922.42,Marketing - Sucursal 6
2480,257,7,Combustible,783.87,Combustible - Sucursal 5
2481,153,1,Combustible,427.25,Combustible - Sucursal 8
2482,238,8,Mantenimiento,184.17,Mantenimiento - Sucursal 2
2483,743,3,Combustible,555.85,Combustible - Sucursal 1
2484,579,2,Seguros,989.75,Seguros - Sucursal 2
2485,872,3,Combustible,276.54,Combustible - Sucursal 2
2486,426,6,Combustible,737.87,Combustible - Sucursal 4
2487,359,6,Mantenimiento,234.73,Mantenimiento - Sucursal 8
2488,432,7,Marketing,1996.82,Marketing - Sucursal 6
2489,777,7,Seguros,791.54,Seguros - Sucursal 3
2490,180,2,Mantenimiento,317.2,Mantenimiento - Sucursal 5
2491,964,7,Personal,2227.42,Personal - Sucursal 4
2492,7,3,Seguros,738.52,Seguros - Sucursal 5
2493,270,3,Combustible,248.73,Combustible - Sucursal 1
2494,517,5,Combustible,337.88,Combustible - Sucursal 4
2495,181,6,Mantenimiento,178.37,Mantenimiento - Sucursal 7
2496,362,6,Mantenimiento,280.8,Mantenimiento - Sucursal 8
2497,60,5,Marketing,846.3,Marketing - Sucursal 5
2498,548,6,Mantenimiento,340.14,Mantenimiento - Sucursal 3
2499,299,8,Marketing,1849.86,Marketing - Sucursal 5
2500,343,6,Combustible,182.69,Combustible - Sucursal 6
2501,466,5,Marketing,1690.6,Marketing - Sucursal 8
2502,286,8,Personal,2714.22,Personal - Sucursal 8
2503,740,5,Combustible,527.16,Combustible - Sucursal 3
2504,537,6,Mantenimiento,114.63,Mantenimiento - Sucursal 6
2505,508,3,Alquiler Local,2083.35,Alquiler Local - Sucursal 6
2506,955,6,Marketing,1980.53,Marketing - Sucursal 4
2507,340,5,Personal,1957.75,Personal - Sucursal 5
2508,5,7,Seguros,1181.8,Seguros - Sucursal 3
2509,1021,4,Marketing,1039.68,Marketing - Sucursal 6
2510,164,4,Personal,1879.24,Personal - Sucursal 2
2511,823,7,Seguros,1147.27,Seguros - Sucursal 7
2512,138,7,Alquiler Local,1227.99,Alquiler Local - Sucursal 7
2513,460,3,Personal,2488.65,Personal - Sucursal 7
2514,627,3,Personal,2030.1,Personal - Sucursal 1
2515,262,5,Personal,1784.23,Personal - Sucursal 5
2516,201,8,Personal,1741.54,Personal - Sucursal 3
2517,53,2,Marketing,1760.19,Marketing - Sucursal 5
2518,292,3,Seguros,748.97,Seguros - Sucursal 3
2519,455,1,Seguros,568.22,Seguros - Sucursal 5
2520,203,2,Marketing,1269.62,Marketing - Sucursal 6
2521,604,8,Mantenimiento,394.5,Mantenimiento - Sucursal 2
2522,147,6,Personal,1901.68,Personal - Sucursal 8
2523,1071,8,Personal,2800.62,Personal - Sucursal 3
2524,644,8,Personal,2435.64,Personal - Sucursal 5
2525,57,2,Personal,2691.94,Personal - Sucursal 7
2526,204,1,Personal,1675.34,Personal - Sucursal 1
2527,183,7,Alquiler Local,1408.36,Alquiler Local - Sucursal 8
2528,329,8,Seguros,1087.59,Seguros - Sucursal 8
2529,586,6,Alquiler Local,1668.73,Alquiler Local - Sucursal 2
2530,600,8,Mantenimiento,77.3,Mantenimiento - Sucursal 2
2531,906,1,Alquiler Local,2112.73,Alquiler Local - Sucursal 4
2532,585,3,Marketing,1664.02,Marketing - Sucursal 5
2533,445,6,Alquiler Local,2213.73,Alquiler Local - Sucursal 7
2534,975,8,Mantenimiento,309.47,Mantenimiento - Sucursal 6
2535,516,6,Marketing,1300.73,Marketing - Sucursal 4
2536,38,2,Personal,2533.37,Personal - Sucursal 5
2537,1091,8,Personal,1848.38,Personal - Sucursal 6
2538,19,3,Personal,1995.18,Personal - Sucursal 3
2539,378,5,Alquiler Local,1543.79,Alquiler Local - Sucursal 5
2540,33,7,Personal,1950.32,Personal - Sucursal 8
2541,230,7,Marketing,1698.37,Marketing - Sucursal 6
2542,859,1,Alquiler Local,2457.54,Alquiler Local - Sucursal 2
2543,702,1,Alquiler Local,1584.21,Alquiler Local - Sucursal 8
2544,254,6,Alquiler Local,1239.56,Alquiler Local - Sucursal 7
2545,761,3,Alquiler Local,1215.64,Alquiler Local - Sucursal 7
2546,419,1,Mantenimiento,291.79,Mantenimiento - Sucursal 1
2547,789,3,Alquiler Local,1311.57,Alquiler Local - Sucursal 3
2548,813,2,Alquiler Local,1245.89,Alquiler Local - Sucursal 5
2549,306,2,Personal,2771.57,Personal - Sucursal 5
2550,202,3,Alquiler Local,1500.86,Alquiler Local - Sucursal 3
2551,357,7,Seguros,451.0,Seguros - Sucursal 2
2552,932,7,Marketing,1352.97,Marketing - Sucursal 7
2553,731,3,Mantenimiento,178.73,Mantenimiento - Sucursal 3
2554,952,1,Marketing,671.03,Marketing - Sucursal 5
2555,408,3,Mantenimiento,301.93,Mantenimiento - Sucursal 4
2556,649,3,Seguros,732.13,Seguros - Sucursal 4
2557,402,2,Mantenimiento,322.9,Mantenimiento - Sucursal 3
2558,860,5,Mantenimiento,371.32,Mantenimiento - Sucursal 3
2559,1027,2,Seguros,686.66,Seguros - Sucursal 8
2560,982,8,Mantenimiento,408.91,Mantenimiento - Sucursal 1
2561,93,5,Marketing,1457.79,Marketing - Sucursal 4
2562,546,2,Mantenimiento,496.39,Mantenimiento - Sucursal 2
2563,895,6,Combustible,544.23,Combustible - Sucursal 1
2564,849,8,Alquiler Local,1351.09,Alquiler Local - Sucursal 5
2565,782,1,Combustible,444.27,Combustible - Sucursal 4
2566,627,2,Seguros,1041.59,Seguros - Sucursal 7
2567,267,1,Alquiler Local,1999.35,Alquiler Local - Sucursal 2
2568,983,7,Alquiler Local,2238.25,Alquiler Local - Sucursal 1
2569,906,3,Seguros,405.64,Seguros - Sucursal 5
2570,343,6,Mantenimiento,68.23,Mantenimiento - Sucursal 7
2571,206,4,Personal,1571.72,Personal - Sucursal 5
2572,682,1,Alquiler Local,1715.81,Alquiler Local - Sucursal 2
2573,636,2,Combustible,546.9,Combustible - Sucursal 7
2574,792,8,Seguros,921.02,Seguros - Sucursal 8
2575,400,1,Personal,1563.28,Personal - Sucursal 3
2576,192,6,Mantenimiento,265.15,Mantenimiento - Sucursal 7
2577,975,7,Mantenimiento,88.23,Mantenimiento - Sucursal 6
2578,28,5,Marketing,973.45,Marketing - Sucursal 5
2579,389,5,Combustible,755.06,Combustible - Sucursal 8
2580,704,5,Mantenimiento,80.98,Mantenimiento - Sucursal 1
2581,208,6,Seguros,864.54,Seguros - Sucursal 6
2582,124,4,Alquiler Local,1734.3,Alquiler Local - Sucursal 4
2583,61,5,Marketing,468.45,Marketing - Sucursal 7
2584,783,5,Marketing,1462.5,Marketing - Sucursal 1
2585,645,3,Combustible,281.1,Combustible - Sucursal 3
2586,810,3,Seguros,433.12,Seguros - Sucursal 7
2587,361,7,Seguros,423.26,Seguros - Sucursal 8
2588,637,1,Marketing,570.14,Marketing - Sucursal 7
2589,998,5,Mantenimiento,82.67,Mantenimiento - Sucursal 3
2590,187,2,Combustible,410.37,Combustible - Sucursal 8
2591,904,2,Mantenimiento,303.64,Mantenimiento - Sucursal 7
2592,567,1,Combustible,578.84,Combustible - Sucursal 5
2593,696,6,Personal,2084.44,Personal - Sucursal 1
2594,326,2,Alquiler Local,2008.22,Alquiler Local - Sucursal 8
2595,937,4,Marketing,1741.62,Marketing - Sucursal 2
2596,473,2,Personal,2192.86,Personal - Sucursal 1
2597,640,1,Seguros,343.31,Seguros - Sucursal 5
2598,441,2,Mantenimiento,330.63,Mantenimiento - Sucursal 1
2599,548,5,Mantenimiento,407.48,Mantenimiento - Sucursal 3
2600,96,2,Marketing,899.2,Marketing - Sucursal 4
2601,386,4,Mantenimiento,143.15,Mantenimiento - Sucursal 6
2602,620,2,Seguros,899.84,Seguros - Sucursal 3
2603,983,5,Mantenimiento,497.03,Mantenimiento - Sucursal 2
2604,266,5,Mantenimiento,137.35,Mantenimiento - Sucursal 3
2605,855,5,Seguros,945.54,Seguros - Sucursal 3
2606,732,3,Mantenimiento,426.88,Mantenimiento - Sucursal 7
2607,54,7,Combustible,700.68,Combustible - Sucursal 3
2608,532,2,Alquiler Local,1346.47,Alquiler Local - Sucursal 4
2609,24,5,Seguros,570.73,Seguros - Sucursal 6
2610,716,1,Marketing,1526.2,Marketing - Sucursal 3
2611,958,2,Marketing,1521.31,Marketing - Sucursal 8
2612,53,2,Seguros,655.2,Seguros - Sucursal 5
2613,616,5,Alquiler Local,1048.84,Alquiler Local - Sucursal 6
2614,839,2,Alquiler Local,1982.1,Alquiler Local - Sucursal 6
2615,164,5,Seguros,866.37,Seguros - Sucursal 1
2616,381,7,Marketing,1265.1,Marketing - Sucursal 8
2617,83,1,Seguros,812.88,Seguros - Sucursal 7
2618,705,3,Personal,2031.81,Personal - Sucursal 6
2619,135,4,Personal,1597.42,Personal - Sucursal 2
2620,808,5,Combustible,533.5,Combustible - Sucursal 4
2621,174,3,Personal,2204.38,Personal - Sucursal 2
2622,125,5,Alquiler Local,1797.57,Alquiler Local - Sucursal 6
2623,347,1,Marketing,1820.79,Marketing - Sucursal 2
2624,780,8,Combustible,687.62,Combustible - Sucursal 5
2625,646,5,Marketing,1218.41,Marketing - Sucursal 2
2626,835,1,Mantenimiento,265.35,Mantenimiento - Sucursal 7
2627,791,7,Combustible,140.34,Combustible - Sucursal 7
2628,339,1,Alquiler Local,1909.92,Alquiler Local - Sucursal 7
2629,728,7,Alquiler Local,1335.21,Alquiler Local - Sucursal 1
2630,330,8,Alquiler Local,1422.81,Alquiler Local - Sucursal 6
2631,775,4,Personal,2253.48,Personal - Sucursal 6
2632,2,7,Marketing,1237.26,Marketing - Sucursal 7
2633,880,4,Seguros,899.21,Seguros - Sucursal 7
2634,19,1,Seguros,382.07,Seguros - Sucursal 2
2635,687,1,Alquiler Local,917.06,Alquiler Local - Sucursal 7
2636,11,8,Alquiler Local,2008.68,Alquiler Local - Sucursal 3
2637,684,8,Combustible,658.1,Combustible - Sucursal 6
2638,453,1,Marketing,1405.76,Marketing - Sucursal 5
2639,854,5,Marketing,1831.27,Marketing - Sucursal 2
2640,154,5,Seguros,584.57,Seguros - Sucursal 3
2641,273,2,Marketing,1758.87,Marketing - Sucursal 1
2642,625,3,Combustible,271.81,Combustible - Sucursal 7
2643,518,5,Seguros,374.24,Seguros - Sucursal 3
2644,1007,7,Combustible,451.75,Combustible - Sucursal 2
2645,930,6,Personal,1628.33,Personal - Sucursal 1
2646,14,1,Seguros,831.9,Seguros - Sucursal 1
2647,29,6,Seguros,658.83,Seguros - Sucursal 1
2648,885,5,Mantenimiento,331.7,Mantenimiento - Sucursal 4
2649,380,3,Personal,1633.83,Personal - Sucursal 6
2650,787,6,Marketing,1015.88,Marketing - Sucursal 1
2651,603,1,Combustible,714.47,Combustible - Sucursal 5
2652,699,5,Seguros,774.83,Seguros - Sucursal 8
2653,812,5,Combustible,220.89,Combustible - Sucursal 5
2654,465,4,Seguros,765.23,Seguros - Sucursal 1
2655,191,3,Personal,1832.81,Personal - Sucursal 6
2656,201,8,Mantenimiento,474.34,Mantenimiento - Sucursal 6
2657,478,2,Alquiler Local,1247.11,Alquiler Local - Sucursal 7
2658,1068,3,Personal,2417.81,Personal - Sucursal 4
2659,577,4,Combustible,563.07,Combustible - Sucursal 1
2660,458,7,Seguros,1170.79,Seguros - Sucursal 4
2661,795,5,Combustible,191.76,Combustible - Sucursal 4
2662,449,5,Seguros,1124.44,Seguros - Sucursal 3
2663,1038,8,Marketing,1647.4,Marketing - Sucursal 1
2664,950,4,Mantenimiento,165.74,Mantenimiento - Sucursal 8
2665,7,8,Combustible,557.42,Combustible - Sucursal 2
2666,246,8,Personal,2542.09,Personal - Sucursal 5
2667,153,5,Alquiler Local,1981.67,Alquiler Local - Sucursal 7
2668,71,1,Combustible,526.85,Combustible - Sucursal 8
2669,619,7,Mantenimiento,313.51,Mantenimiento - Sucursal 2
2670,318,7,Alquiler Local,2122.81,Alquiler Local - Sucursal 8
2671,821,7,Combustible,738.04,Combustible - Sucursal 5
2672,353,7,Combustible,178.8,Combustible - Sucursal 1
2673,501,3,Seguros,568.77,Seguros - Sucursal 6
2674,543,5,Alquiler Local,1772.49,Alquiler Local - Sucursal 8
2675,300,8,Mantenimiento,430.82,Mantenimiento - Sucursal 6
2676,7,1,Seguros,761.19,Seguros - Sucursal 2
2677,953,7,Marketing,755.67,Marketing - Sucursal 3
2678,231,4,Seguros,457.57,Seguros - Sucursal 8
2679,34,5,Combustible,369.3,Combustible - Sucursal 1
2680,727,5,Mantenimiento,329.08,Mantenimiento - Sucursal 5
2681,479,6,Combustible,781.63,Combustible - Sucursal 7
2682,698,5,Personal,1736.24,Personal - Sucursal 1
2683,305,7,Alquiler Local,1601.83,Alquiler Local - Sucursal 4
2684,417,6,Seguros,1117.32,Seguros - Sucursal 3
2685,583,4,Alquiler Local,1188.92,Alquiler Local - Sucursal 4
2686,295,6,Marketing,1072.19,Marketing - Sucursal 6
2687,75,4,Alquiler Local,2241.43,Alquiler Local - Sucursal 1
2688,28,6,Personal,1503.55,Personal - Sucursal 7
2689,279,6,Combustible,125.39,Combustible - Sucursal 4
2690,226,8,Marketing,1083.18,Marketing - Sucursal 5
2691,157,3,Marketing,728.51,Marketing - Sucursal 6
2692,100,7,Mantenimiento,178.32,Mantenimiento - Sucursal 2
2693,579,8,Combustible,471.28,Combustible - Sucursal 2
2694,801,2,Alquiler Local,1882.35,Alquiler Local - Sucursal 6
2695,530,5,Alquiler Local,2392.43,Alquiler Local - Sucursal 3
2696,559,1,Seguros,586.98,Seguros - Sucursal 7
2697,975,3,Mantenimiento,165.04,Mantenimiento - Sucursal 3
2698,917,2,Mantenimiento,496.76,Mantenimiento - Sucursal 8
2699,240,4,Seguros,445.28,Seguros - Sucursal 1
2700,19,7,Marketing,1235.99,Marketing - Sucursal 8
2701,289,6,Marketing,1938.57,Marketing - Sucursal 7
2702,423,5,Alquiler Local,1546.34,Alquiler Local - Sucursal 1
2703,101,1,Combustible,597.44,Combustible - Sucursal 5
2704,595,2,Alquiler Local,1641.34,Alquiler Local - Sucursal 7
2705,786,8,Seguros,1174.56,Seguros - Sucursal 7
2706,971,7,Alquiler Local,1714.09,Alquiler Local - Sucursal 8
2707,925,7,Marketing,1292.99,Marketing - Sucursal 8
2708,885,2,Seguros,860.38,Seguros - Sucursal 5
2709,927,4,Seguros,471.86,Seguros - Sucursal 7
2710,486,5,Personal,1790.88,Personal - Sucursal 2
2711,49,2,Combustible,493.89,Combustible - Sucursal 5
2712,792,6,Seguros,564.83,Seguros - Sucursal 8
2713,609,1,Mantenimiento,92.15,Mantenimiento - Sucursal 1
2714,647,5,Mantenimiento,106.68,Mantenimiento - Sucursal 2
2715,1014,4,Seguros,1091.0,Seguros - Sucursal 1
2716,526,7,Combustible,333.14,Combustible - Sucursal 6
2717,742,2,Personal,2276.03,Personal - Sucursal 6
2718,249,6,Combustible,300.61,Combustible - Sucursal 6
2719,747,2,Mantenimiento,479.65,Mantenimiento - Sucursal 8
2720,415,6,Personal,1500.06,Personal - Sucursal 4
2721,916,2,Mantenimiento,297.81,Mantenimiento - Sucursal 4
2722,576,7,Mantenimiento,159.14,Mantenimiento - Sucursal 3
2723,874,3,Alquiler Local,2474.85,Alquiler Local - Sucursal 1
2724,272,1,Mantenimiento,409.64,Mantenimiento - Sucursal 3
2725,732,1,Combustible,671.12,Combustible - Sucursal 2
2726,5,6,Marketing,1424.08,Marketing - Sucursal 6
2727,781,8,Combustible,530.43,Combustible - Sucursal 4
2728,292,1,Alquiler Local,2122.48,Alquiler Local - Sucursal 7
2729,467,6,Alquiler Local,2013.4,Alquiler Local - Sucursal 2
2730,939,7,Personal,2512.55,Personal - Sucursal 2
2731,476,6,Personal,2256.93,Personal - Sucursal 2
2732,600,1,Alquiler Local,1914.28,Alquiler Local - Sucursal 6
2733,588,3,Marketing,938.08,Marketing - Sucursal 7
2734,495,6,Personal,2276.93,Personal - Sucursal 6
2735,509,6,Marketing,864.64,Marketing - Sucursal 6
2736,930,8,Personal,2371.73,Personal - Sucursal 3
2737,796,5,Personal,1748.91,Personal - Sucursal 2
