alquiler_id,fecha_id,sucursal_id,vehiculo_id,cliente_id,empleado_id,dias_alquiler,precio_total,descuento,seguro_contratado
4701,916,4,131,611,53,3,406.64,21.67,1
4702,454,6,91,123,86,9,282.23,25.71,0
4703,591,2,74,201,89,1,41.36,5.87,0
4704,536,8,258,210,2,1,77.6,10.28,1
4705,291,8,11,982,25,2,115.19,11.24,0
4706,710,3,195,972,78,14,677.55,63.88,0
4707,313,2,96,934,52,3,103.51,14.71,1
4708,857,8,222,491,85,4,343.8,15.77,1
4709,399,1,46,708,30,10,251.38,7.77,0
4710,277,2,232,2,22,13,665.85,64.02,1
4711,145,5,145,639,13,10,205.33,26.4,1
4712,866,2,213,757,6,12,531.29,63.45,1
4713,858,3,81,994,65,3,345.36,23.75,1
4714,23,7,196,72,87,5,111.15,15.6,0
4715,926,1,259,344,6,12,168.29,10.69,0
4716,456,5,248,755,94,14,227.09,32.71,0
4717,436,1,72,926,30,1,21.37,2.8,1
4718,286,3,19,476,20,14,1895.59,41.85,0
4719,308,4,115,591,70,6,98.5,9.12,1
4720,494,8,241,942,32,12,254.4,20.65,1
4721,799,8,81,252,51,9,269.21,0.31,1
4722,836,6,54,312,33,10,166.22,17.11,1
4723,826,3,12,392,68,5,395.63,3.83,1
4724,290,1,89,864,76,9,778.47,60.01,0
4725,557,4,112,600,16,13,156.37,23.45,0
4726,898,7,128,915,25,12,355.21,1.13,1
4727,696,1,145,290,31,13,690.74,87.75,0
4728,341,1,73,724,67,14,318.13,13.41,1
4729,437,7,92,280,8,2,96.27,7.5,1
4730,272,4,260,107,26,11,854.6,62.82,1
4731,78,4,244,421,21,11,504.74,13.27,1
4732,738,4,270,359,11,12,669.98,80.65,0
4733,243,7,145,807,100,9,671.74,28.02,1
4734,218,4,88,702,80,5,280.59,2.47,0
4735,207,6,267,791,87,14,364.55,47.14,0
4736,248,1,49,293,50,6,484.93,3.32,0
4737,814,3,262,607,2,6,379.27,5.54,1
4738,497,6,220,234,11,2,182.34,10.92,1
4739,814,3,238,542,82,3,58.87,4.9,1
4740,942,2,40,875,79,13,698.47,20.82,0
4741,94,6,46,13,83,11,1147.67,140.83,1
4742,63,3,265,169,13,1,23.92,0.77,0
4743,190,5,120,22,36,3,332.79,37.95,1
4744,608,3,168,577,53,8,405.2,13.44,0
4745,1078,4,127,284,47,10,245.16,0.27,1
4746,178,4,23,220,4,6,401.14,26.67,1
4747,218,7,206,570,94,8,128.27,5.15,1
4748,278,1,268,501,17,9,1155.34,92.01,0
4749,287,4,144,261,33,7,576.6,4.82,1
4750,1021,8,88,85,29,14,327.48,38.34,1
4751,153,7,4,974,85,7,241.1,35.03,1
4752,397,2,15,65,57,12,583.38,4.89,1
4753,897,3,52,715,70,7,313.99,37.39,0
4754,105,5,247,41,100,5,654.4,84.85,1
4755,326,7,163,398,45,14,324.37,18.69,1
4756,799,7,235,98,43,7,518.68,35.66,0
4757,1013,1,54,535,89,3,61.17,6.03,1
4758,381,7,94,371,93,10,242.28,31.67,0
4759,58,4,97,356,78,7,523.7,62.69,1
4760,883,4,6,839,33,7,462.69,14.17,0
4761,1016,6,112,134,16,10,459.88,47.66,0
4762,445,1,8,288,1,4,284.03,2.02,1
4763,33,2,156,44,44,9,290.97,18.88,0
4764,77,1,167,626,8,8,203.86,4.37,1
4765,140,2,265,784,25,7,276.31,31.85,1
4766,780,3,210,601,54,13,1585.45,18.91,0
4767,137,8,235,326,24,11,456.88,40.96,1
4768,733,5,237,948,70,7,293.75,23.98,0
4769,672,3,228,771,61,12,615.82,3.27,0
4770,881,3,136,303,69,6,171.44,2.07,1
4771,52,2,116,909,74,10,543.13,9.2,0
4772,166,5,87,23,13,8,186.94,6.75,1
4773,154,5,9,300,50,12,417.49,11.08,1
4774,733,8,95,221,53,12,527.04,52.43,1
4775,24,4,157,327,100,1,15.01,0.67,1
4776,129,1,165,304,77,13,679.74,39.46,1
4777,386,1,242,580,1,8,403.51,34.68,0
4778,954,1,191,121,12,8,696.78,78.63,0
4779,653,8,204,137,9,12,1282.84,10.92,0
4780,704,6,12,25,8,1,37.54,4.31,1
4781,783,4,22,968,48,6,349.41,38.11,0
4782,384,1,84,117,58,7,211.17,10.11,0
4783,398,8,15,121,96,12,388.2,13.21,1
4784,935,3,3,688,28,12,486.93,11.15,1
4785,987,6,216,504,61,4,63.55,5.83,1
4786,419,3,142,120,98,14,498.88,21.97,1
4787,1041,1,250,452,46,11,327.47,23.39,1
4788,900,6,202,842,39,9,294.68,16.21,0
4789,544,7,66,868,84,8,493.02,45.62,1
4790,1068,8,107,335,14,6,231.59,3.0,1
4791,140,5,146,574,62,7,313.67,31.3,1
4792,913,2,10,198,9,7,699.94,55.0,1
4793,857,1,210,684,70,8,229.89,17.43,1
4794,358,1,170,703,90,12,667.86,3.05,1
4795,296,2,208,215,34,5,240.34,27.82,1
4796,652,2,178,239,11,12,923.4,18.37,1
4797,1068,3,257,658,62,14,1000.58,93.58,1
4798,520,7,210,828,7,13,383.66,45.08,0
4799,717,4,213,475,5,13,287.69,4.62,1
4800,794,5,40,756,18,14,1454.85,57.39,1
4801,740,8,232,990,26,3,290.33,40.05,0
4802,369,3,238,734,16,4,171.17,2.12,0
4803,570,1,17,738,98,3,62.47,9.14,1
4804,682,6,229,701,63,6,337.86,12.5,0
4805,140,4,66,679,91,3,106.99,16.05,0
4806,538,4,184,602,66,10,393.65,37.86,1
4807,1019,4,71,592,59,9,506.34,67.79,1
4808,389,8,28,641,19,3,267.21,10.4,1
4809,60,1,195,409,4,9,409.79,35.26,1
4810,872,5,208,738,43,14,203.0,15.29,1
4811,797,4,43,146,94,5,137.96,10.97,1
4812,354,8,157,600,32,1,41.27,4.24,0
4813,78,3,38,350,84,2,137.17,1.98,0
4814,572,1,167,298,14,4,228.8,24.54,1
4815,926,8,244,381,10,8,96.38,8.88,0
4816,883,1,244,248,37,3,53.35,6.08,1
4817,526,5,217,279,82,3,174.68,5.74,0
4818,725,5,125,458,92,4,71.63,4.67,1
4819,703,3,40,636,55,12,169.6,22.53,1
4820,305,3,139,211,12,10,1161.39,158.8,0
4821,1028,4,87,706,27,6,176.52,0.55,0
4822,676,8,11,679,53,3,210.47,14.22,0
4823,382,5,130,920,92,14,513.48,63.01,1
4824,898,2,53,237,15,11,400.78,22.48,1
4825,268,5,81,397,38,2,42.78,2.04,1
4826,1083,5,191,526,28,5,237.31,25.23,0
4827,707,8,70,388,25,14,328.47,33.57,1
4828,146,3,200,314,24,14,734.94,12.18,0
4829,333,1,251,256,56,9,150.19,21.98,1
4830,641,1,60,577,52,7,148.32,14.75,1
4831,491,6,212,147,25,11,527.13,45.95,0
4832,1042,8,3,703,6,2,34.34,4.95,0
4833,736,4,68,768,22,3,53.79,0.34,0
4834,1083,1,150,435,50,13,959.07,10.2,1
4835,963,3,135,829,60,14,292.9,36.22,0
4836,804,7,166,60,95,4,184.88,11.17,1
4837,375,8,101,125,55,7,389.04,1.16,1
4838,697,1,202,843,26,12,276.64,5.26,1
4839,317,5,46,677,55,12,1026.17,93.65,1
4840,852,7,240,407,99,5,428.69,40.86,1
4841,570,3,259,313,2,14,822.62,2.14,0
4842,909,5,98,459,66,13,382.3,15.55,0
4843,366,4,93,151,42,4,180.55,22.94,0
4844,337,3,108,738,31,7,194.63,7.84,0
4845,1012,7,189,473,69,5,190.67,28.58,1
4846,74,1,180,613,12,12,318.18,40.68,0
4847,1024,4,111,641,27,11,240.39,34.51,0
4848,797,4,45,983,41,3,172.42,25.09,1
4849,39,8,190,511,99,9,884.67,44.91,1
4850,458,3,99,503,7,4,270.03,26.95,1
4851,655,1,54,684,26,7,639.07,60.49,0
4852,611,2,159,182,79,6,260.63,8.83,1
4853,963,8,128,235,63,8,589.23,58.43,0
4854,91,6,151,809,93,6,236.8,29.35,1
4855,162,1,80,900,50,8,206.21,5.1,1
4856,1,7,12,308,15,7,279.23,21.17,1
4857,206,2,96,564,74,6,457.77,8.9,0
4858,624,4,185,576,31,6,270.29,0.91,1
4859,406,2,135,593,18,4,258.34,19.44,1
4860,973,6,203,559,56,11,846.31,27.67,1
4861,348,3,15,427,99,7,986.59,84.03,0
4862,112,1,102,819,45,9,898.71,72.08,1
4863,504,5,149,632,13,11,1182.39,127.53,0
4864,492,2,96,452,93,5,357.72,53.04,1
4865,97,8,97,141,65,13,574.52,6.81,0
4866,1006,8,49,123,1,8,333.76,11.31,0
4867,895,2,256,319,41,8,137.84,9.41,1
4868,1029,5,3,19,8,11,517.44,2.19,0
4869,346,2,142,845,71,4,82.36,7.27,1
4870,507,3,56,364,85,2,54.53,5.2,0
4871,302,5,148,256,83,13,323.96,21.78,1
4872,636,7,51,383,89,7,523.03,49.84,0
4873,908,5,250,906,6,6,157.26,21.95,0
4874,244,3,8,887,66,8,1052.98,124.52,0
4875,249,8,194,557,10,7,262.92,5.35,1
4876,789,3,235,891,58,10,516.05,52.18,1
4877,608,7,191,861,77,8,327.07,22.07,1
4878,1039,1,21,925,60,7,243.28,11.61,1
4879,973,4,115,580,31,11,180.25,7.54,1
4880,1022,7,173,460,7,12,835.47,55.99,1
4881,737,3,42,997,59,1,98.78,14.74,0
4882,681,8,86,819,81,4,53.23,4.06,0
4883,321,6,171,796,97,13,556.65,72.7,1
4884,1049,4,256,834,88,13,576.68,2.76,0
4885,171,6,145,231,99,3,118.17,5.43,0
4886,585,7,250,128,15,14,481.01,50.74,0
4887,773,4,132,207,55,9,1136.7,63.71,0
4888,803,8,92,273,2,7,492.83,37.36,1
4889,171,4,74,868,13,11,438.68,24.49,1
4890,157,8,61,476,15,1,28.88,0.03,1
4891,161,1,77,177,11,1,39.62,1.44,1
4892,640,7,56,889,82,1,39.43,0.53,0
4893,526,2,143,418,45,8,556.63,30.41,1
4894,697,6,39,425,97,4,114.38,5.18,0
4895,49,4,196,205,30,7,808.47,62.16,1
4896,604,5,107,334,23,1,28.76,3.88,1
4897,750,4,204,266,60,10,208.76,0.62,1
4898,983,8,260,641,13,7,398.18,49.11,0
4899,307,5,142,561,56,5,335.61,13.83,0
4900,36,5,101,987,45,6,420.1,46.31,0
4901,315,5,207,373,13,7,493.62,57.73,0
4902,613,2,89,440,99,2,40.98,5.86,1
4903,53,2,82,663,3,5,220.51,11.99,0
4904,311,4,201,131,41,4,82.13,7.18,0
4905,246,2,87,726,38,7,264.47,38.82,0
4906,434,1,14,438,23,13,570.75,74.57,0
4907,746,2,213,506,74,10,347.19,4.65,1
4908,895,1,252,636,11,11,238.95,3.4,0
4909,669,2,128,750,27,4,70.7,3.83,0
4910,943,3,160,363,90,6,350.17,43.54,0
4911,520,2,137,813,58,12,1168.15,116.55,0
4912,355,2,66,298,37,3,151.91,8.8,0
4913,1000,1,109,536,56,4,171.03,21.89,1
4914,333,4,72,981,18,3,71.3,2.7,1
4915,440,7,263,765,11,14,357.87,8.51,1
4916,1068,8,144,489,45,6,323.91,29.69,1
4917,907,7,160,220,35,5,485.39,19.57,0
4918,69,7,165,187,97,10,827.84,43.44,0
4919,551,4,143,745,48,3,108.87,1.94,1
4920,921,8,163,945,34,13,795.64,58.97,0
4921,877,7,92,355,92,8,778.59,0.06,1
4922,919,8,64,266,79,1,13.8,1.79,1
4923,265,7,60,357,23,9,202.53,28.12,0
4924,274,1,25,521,23,13,567.44,1.82,1
4925,374,3,19,595,17,9,724.15,38.72,0
4926,561,3,101,651,45,12,1075.79,109.53,1
4927,1004,3,6,172,41,1,27.3,0.36,0
4928,279,6,238,586,74,8,124.69,15.49,0
4929,514,4,87,442,5,12,1618.17,56.32,0
4930,959,8,17,13,30,9,432.96,31.25,0
4931,778,6,76,301,49,13,244.1,0.49,1
4932,240,6,44,800,24,1,40.66,0.86,1
4933,936,5,144,941,15,1,23.71,0.37,1
4934,481,7,152,853,65,10,521.65,56.39,0
4935,44,2,75,324,78,12,225.02,19.43,1
4936,278,8,219,644,63,13,289.8,3.23,1
4937,696,6,249,84,75,14,575.0,26.05,1
4938,171,1,119,376,25,8,238.79,7.84,0
4939,963,3,104,273,2,3,304.47,43.74,0
4940,889,7,127,838,15,9,959.78,141.58,1
4941,226,2,176,312,19,8,263.23,33.89,0
4942,693,5,59,639,19,9,794.84,86.46,1
4943,975,4,120,404,84,10,1121.19,65.59,1
4944,923,5,12,783,96,4,150.35,0.01,0
4945,840,4,85,186,36,14,295.05,37.08,0
4946,644,2,264,623,81,6,166.38,16.38,0
4947,668,2,231,613,15,11,586.06,30.45,0
4948,84,4,139,376,78,9,522.54,55.94,0
4949,1075,1,36,35,1,10,409.1,25.55,1
4950,443,4,98,88,51,9,376.81,26.6,0
4951,487,1,229,356,1,5,141.2,7.13,0
4952,124,7,230,113,8,1,35.22,3.04,1
4953,668,3,14,554,49,2,56.49,2.78,1
4954,732,4,97,88,68,5,564.93,30.87,1
4955,504,5,237,979,66,12,559.74,8.9,0
4956,255,1,241,643,81,9,452.51,50.33,1
4957,951,1,112,24,63,1,12.49,1.18,0
4958,354,6,172,940,68,7,298.0,24.33,0
4959,858,2,186,872,13,12,292.79,23.96,1
4960,960,7,10,63,33,3,244.43,31.89,0
4961,647,8,48,189,44,8,1106.57,42.6,1
4962,723,2,201,66,33,10,959.25,82.54,0
4963,44,6,156,954,83,12,869.62,39.22,1
4964,297,2,216,358,32,12,561.34,46.45,1
4965,99,8,207,400,96,13,605.28,36.53,1
4966,29,4,54,858,99,11,252.73,12.16,1
4967,135,2,68,285,48,6,300.63,34.14,1
4968,671,1,216,753,66,4,194.84,1.43,0
4969,857,7,88,212,78,8,101.75,9.86,1
4970,917,3,214,352,43,1,20.85,1.58,0
4971,533,3,232,943,1,2,43.8,0.54,0
4972,272,1,27,171,42,11,183.13,23.68,0
4973,818,8,159,18,100,14,755.37,51.35,1
4974,697,7,152,714,65,2,33.12,1.09,1
4975,696,4,55,796,66,9,414.98,16.1,0
4976,227,6,77,841,91,5,128.14,16.73,1
4977,130,7,197,199,84,9,799.25,73.31,0
4978,1052,1,239,4,13,3,37.73,2.9,0
4979,180,3,189,103,23,8,651.7,10.15,0
4980,160,8,38,608,39,1,28.55,1.14,1
4981,772,3,177,207,53,7,689.69,46.69,0
4982,89,4,157,999,47,2,98.99,10.25,1
4983,911,6,195,353,80,11,786.59,85.08,0
4984,379,5,92,133,30,1,17.61,2.56,1
4985,445,4,183,939,11,7,291.2,35.43,1
4986,274,3,227,771,2,2,24.82,3.12,0
4987,526,3,25,650,92,13,578.25,60.58,0
4988,503,2,21,80,6,13,663.38,60.95,0
4989,74,1,170,191,83,13,941.16,130.38,1
4990,821,6,46,22,26,7,638.78,52.54,1
4991,278,8,118,846,74,11,289.62,39.35,0
4992,630,5,12,504,99,13,287.88,43.07,1
4993,645,5,110,586,46,8,804.77,116.2,0
4994,150,3,152,351,88,7,281.74,9.99,1
4995,135,2,208,35,94,12,1543.93,117.94,1
4996,438,5,139,650,74,3,205.92,24.66,1
4997,623,6,203,797,80,13,598.54,71.02,1
4998,363,2,189,475,18,2,194.37,18.1,0
4999,983,2,113,208,75,7,456.61,5.84,0
5000,813,2,68,217,94,7,195.0,17.58,1
5001,302,6,58,857,27,12,1263.1,83.65,0
5002,446,1,236,576,4,8,295.52,10.69,0
5003,105,8,176,992,28,9,776.02,65.55,0
5004,172,4,165,14,57,3,120.82,4.28,1
5005,802,2,178,97,88,1,85.08,1.11,1
5006,834,3,37,481,91,9,210.03,23.74,0
5007,1036,2,157,276,47,3,138.59,8.51,1
5008,927,6,105,666,5,14,1280.88,13.39,1
5009,536,6,167,291,43,4,179.53,21.54,0
5010,1068,5,52,210,11,3,102.71,1.97,0
5011,1066,4,13,580,90,4,394.74,9.0,0
5012,633,2,256,437,53,1,34.64,4.76,1
5013,413,3,85,388,91,7,643.06,39.43,1
5014,985,8,114,336,89,1,85.32,10.91,1
5015,717,1,60,145,12,11,311.21,10.15,1
5016,455,5,102,443,94,2,25.94,1.01,1
5017,673,7,153,298,3,1,24.26,0.77,0
5018,152,5,170,976,97,3,314.42,32.91,0
5019,466,3,52,407,95,6,250.59,27.71,1
5020,584,6,8,362,67,1,77.55,9.5,1
5021,1030,5,103,984,75,3,116.03,2.61,1
5022,201,1,205,648,87,10,505.68,25.83,0
5023,66,6,90,677,28,5,492.17,55.13,1
5024,196,7,120,669,57,14,742.52,1.99,0
5025,60,1,179,55,24,12,359.4,35.03,1
5026,465,8,243,752,72,10,470.48,36.17,0
5027,206,6,13,759,46,9,383.85,49.76,0
5028,579,1,158,108,99,13,1527.0,70.39,0
5029,1062,8,250,835,74,11,663.23,75.55,0
5030,329,3,59,958,83,7,876.92,26.25,0
5031,29,5,245,868,52,9,408.81,42.29,0
5032,635,8,52,313,14,12,1143.45,155.01,0
5033,779,8,234,285,14,8,552.85,35.94,0
5034,903,6,215,211,88,7,268.03,17.82,1
5035,233,2,208,825,67,7,347.43,19.23,1
5036,241,7,268,506,39,2,58.11,4.28,0
5037,418,3,167,90,2,11,890.22,16.37,0
5038,1072,4,61,804,35,11,321.63,27.58,0
5039,265,1,42,663,59,1,50.04,6.1,1
5040,642,8,224,99,76,9,904.28,117.99,1
5041,382,2,89,264,42,13,195.05,23.51,0
5042,52,8,23,599,24,12,867.78,60.05,1
5043,591,3,169,282,23,12,368.44,37.41,1
5044,222,6,150,409,52,7,183.72,12.03,0
5045,941,3,68,803,97,13,631.57,73.31,0
5046,494,4,155,774,94,9,207.32,8.6,0
5047,354,1,103,978,66,14,566.32,61.1,1
5048,95,3,156,286,1,14,726.65,101.73,0
5049,271,7,142,633,38,4,193.59,3.16,1
5050,934,6,42,355,31,1,45.28,6.08,0
5051,884,1,67,256,88,1,56.73,4.4,0
5052,968,1,216,654,62,11,290.01,31.79,0
5053,415,1,76,153,24,6,568.41,81.22,0
5054,43,4,164,840,69,9,302.9,37.22,0
5055,462,5,133,142,35,3,44.91,0.48,1
5056,167,5,139,555,86,4,327.19,8.18,0
5057,1029,5,218,773,51,4,136.12,2.44,1
5058,1043,7,101,151,15,9,243.65,8.77,0
5059,366,2,134,354,85,6,325.88,17.46,1
5060,58,1,136,529,79,3,232.67,32.05,1
5061,703,8,103,33,28,3,314.13,23.16,1
5062,897,5,114,149,94,4,356.26,2.69,0
5063,505,1,233,500,32,1,56.61,8.11,1
5064,1063,8,250,978,12,9,296.82,32.38,1
5065,456,4,256,785,76,4,71.44,10.36,0
5066,597,1,168,448,77,12,562.61,61.72,1
5067,1075,2,79,761,87,10,173.5,23.46,1
5068,724,3,82,269,85,5,101.64,2.03,1
5069,503,8,78,56,11,2,206.65,14.75,0
5070,677,6,201,466,59,8,185.69,24.3,1
5071,858,8,156,888,39,2,40.86,1.6,0
5072,1007,1,121,19,22,12,230.26,33.75,0
5073,20,4,115,310,16,11,480.56,64.75,1
5074,38,4,100,57,100,12,499.6,62.96,0
5075,511,8,113,112,20,5,110.29,15.41,1
5076,222,8,187,579,73,9,469.68,32.58,0
5077,986,1,74,929,67,10,341.31,12.05,1
5078,860,3,16,284,55,2,84.13,10.48,1
5079,131,7,35,936,74,13,173.36,19.62,1
5080,834,5,140,846,36,8,169.54,14.92,0
5081,539,3,226,797,23,1,50.54,2.45,1
5082,1033,1,270,507,18,12,151.38,7.66,1
5083,974,3,249,708,48,1,12.79,0.3,1
5084,302,4,36,887,16,13,384.76,40.46,0
5085,479,3,214,474,57,12,687.2,78.04,1
5086,1043,5,209,28,46,8,197.29,5.58,1
5087,902,5,32,629,49,6,316.61,37.63,0
5088,895,8,49,438,89,11,1337.94,58.26,1
5089,1019,8,99,399,99,3,123.12,0.36,0
5090,27,1,17,494,90,2,133.47,9.43,0
5091,837,4,245,655,33,14,1335.22,14.16,1
5092,116,2,102,237,80,3,65.58,6.63,0
5093,757,5,180,744,37,11,352.83,40.68,1
5094,358,5,145,817,57,9,262.23,32.11,1
5095,803,7,231,583,99,5,182.14,15.79,1
5096,248,4,242,440,78,11,182.94,26.72,0
5097,269,6,105,934,4,7,145.98,11.93,1
5098,158,3,43,966,21,2,139.31,18.77,0
5099,749,7,245,77,5,13,1594.56,41.37,1
5100,210,4,99,325,54,12,167.37,3.28,1
5101,377,5,15,742,13,8,513.11,66.73,1
5102,382,1,36,554,21,1,13.59,1.02,0
5103,814,7,221,934,85,8,233.14,16.31,0
5104,546,1,111,897,61,2,49.8,2.62,0
5105,529,2,156,755,84,11,390.4,5.96,1
5106,205,5,168,70,80,10,571.63,13.15,1
5107,689,2,135,41,48,4,156.2,21.93,1
5108,439,5,28,959,13,13,1817.94,12.82,1
5109,971,3,72,885,44,9,529.8,37.56,1
5110,509,2,81,908,98,3,70.09,1.94,1
5111,750,6,7,254,88,5,144.01,0.29,1
5112,962,8,77,244,80,5,139.08,7.83,1
5113,655,2,209,207,70,1,47.36,0.03,1
5114,613,1,20,471,27,13,322.77,22.6,0
5115,800,5,8,223,52,12,405.38,4.19,1
5116,374,2,186,392,43,1,96.44,0.28,1
5117,556,3,65,551,29,5,497.03,62.41,1
5118,480,6,33,84,85,3,204.94,14.99,1
5119,95,6,130,402,5,7,146.81,10.45,1
5120,998,6,99,83,57,11,296.78,7.14,0
5121,669,7,103,947,83,11,994.02,11.39,1
5122,213,3,216,344,7,10,594.69,47.06,1
5123,399,8,245,552,66,9,911.85,114.77,1
5124,829,6,40,108,74,11,449.49,37.03,1
5125,398,3,43,487,82,5,649.25,44.08,1
5126,977,8,12,407,6,8,658.13,51.42,1
5127,391,5,192,883,54,12,1444.33,61.44,0
5128,169,2,165,437,47,12,283.82,6.4,1
5129,785,3,200,411,97,11,257.87,24.14,0
5130,307,1,24,572,42,3,132.33,5.06,0
5131,569,7,21,410,88,12,596.53,35.96,1
5132,674,4,264,534,26,4,59.64,6.49,0
5133,510,3,184,872,37,2,72.43,5.55,0
5134,807,7,223,330,27,1,47.05,1.83,1
5135,311,2,1,41,3,10,202.13,6.22,0
5136,956,1,261,735,66,7,279.21,34.55,1
5137,143,7,74,977,64,10,1401.08,146.02,1
5138,605,3,182,64,98,3,206.18,2.63,0
5139,935,6,81,1000,62,4,170.53,1.87,1
5140,770,3,148,140,78,7,407.13,45.94,0
5141,100,8,23,119,57,1,33.75,2.33,1
5142,607,7,136,589,15,1,91.41,6.68,1
5143,415,2,68,984,27,9,446.97,14.93,1
5144,355,2,251,294,10,10,249.87,23.93,0
5145,778,5,210,712,50,2,64.35,5.1,0
5146,395,3,228,542,51,12,471.15,2.27,1
5147,729,1,35,145,9,6,113.59,11.21,0
5148,713,3,165,196,44,10,1303.15,112.73,0
5149,748,5,250,60,44,13,334.41,39.71,1
5150,206,5,161,152,99,11,1054.36,147.05,0
5151,1033,8,1,647,58,11,182.24,1.99,1
5152,204,1,18,294,53,3,111.6,9.06,1
5153,124,5,221,322,39,2,97.94,2.58,1
5154,292,3,85,633,8,9,429.08,61.32,1
5155,182,1,178,987,49,13,980.29,73.21,0
5156,843,1,239,10,49,14,629.07,23.7,1
5157,1075,4,171,85,60,4,149.4,19.64,0
5158,82,5,267,201,90,8,357.57,0.39,1
5159,349,6,176,219,70,8,184.02,4.35,1
5160,809,3,66,346,8,4,137.98,8.81,0
5161,281,4,2,74,34,4,471.45,63.35,1
5162,62,4,29,814,78,8,680.68,99.84,1
5163,127,4,254,108,6,6,517.46,63.19,0
5164,447,1,187,782,6,13,531.27,46.53,0
5165,838,1,29,747,68,1,26.64,3.69,1
5166,671,5,80,167,45,9,1033.47,28.69,1
5167,688,6,223,862,99,9,296.31,39.38,1
5168,699,1,45,618,27,3,119.72,2.63,1
5169,640,5,71,879,24,7,316.37,36.21,0
5170,728,3,98,522,14,7,259.31,37.94,1
5171,45,4,163,468,64,5,349.06,23.53,0
5172,503,7,110,385,19,5,102.54,11.6,0
5173,447,8,103,647,39,11,362.09,49.58,1
5174,890,6,183,522,19,1,22.99,1.57,1
5175,796,2,177,693,82,13,1230.58,162.51,1
5176,1007,6,53,942,35,1,42.24,4.24,1
5177,409,7,240,420,15,9,411.01,38.47,1
5178,204,6,181,373,13,6,345.0,2.24,1
5179,781,2,45,382,72,9,691.61,54.75,0
5180,898,3,234,926,2,2,98.42,12.16,0
5181,730,7,87,664,34,4,211.34,5.9,1
5182,142,2,207,640,99,11,569.52,84.15,1
5183,312,7,65,753,100,5,202.21,2.04,1
5184,269,4,89,509,91,10,218.74,3.46,1
5185,749,3,62,961,24,6,106.2,3.82,0
5186,126,6,210,730,33,9,235.18,33.7,0
5187,162,1,144,861,51,3,149.86,4.71,0
5188,932,1,35,580,69,12,916.33,68.03,0
5189,605,6,98,112,71,11,612.34,9.79,0
5190,8,8,99,263,14,5,145.1,5.14,0
5191,844,5,248,113,84,12,866.72,72.36,1
5192,838,2,98,91,38,10,363.2,47.82,0
5193,960,3,12,839,57,11,1060.4,121.6,1
5194,618,1,91,136,21,9,983.67,65.44,1
5195,112,7,223,896,63,1,42.59,0.81,0
5196,582,5,139,360,16,4,220.09,23.51,0
5197,295,2,4,872,98,8,257.28,37.3,0
5198,605,4,251,106,3,4,196.11,20.09,1
5199,709,5,95,831,30,8,230.03,15.88,0
5200,935,3,160,535,54,12,650.33,50.75,0
5201,453,6,14,189,24,6,102.55,6.88,1
5202,16,4,118,531,33,7,886.94,65.48,0
5203,1012,8,172,144,21,1,23.39,0.64,0
5204,626,1,77,220,85,1,32.54,4.74,0
5205,981,4,155,382,99,4,107.12,13.55,1
5206,843,4,102,413,49,3,62.91,3.92,1
5207,769,5,37,621,74,14,327.44,23.56,1
5208,635,5,162,744,42,12,317.19,11.78,0
5209,646,5,80,555,27,8,245.27,3.26,1
5210,500,5,95,812,66,7,302.41,36.76,0
5211,777,3,152,621,60,5,245.85,16.83,1
5212,534,1,220,381,83,10,1014.63,41.13,1
5213,869,8,141,1000,77,2,83.36,11.14,1
5214,1052,4,134,959,47,6,302.6,18.76,0
5215,865,6,56,343,89,11,286.07,22.82,0
5216,614,8,206,38,44,10,169.35,14.42,1
5217,887,2,86,280,73,14,661.93,90.88,0
5218,783,8,197,596,94,5,104.88,11.62,0
5219,207,5,115,948,61,11,238.15,34.14,1
5220,461,2,42,719,51,1,40.31,4.16,1
5221,540,8,269,448,68,5,288.58,39.69,0
5222,178,2,207,632,33,8,99.04,3.73,0
5223,169,8,30,731,15,13,338.37,17.4,1
5224,159,2,154,736,90,6,396.22,35.75,1
5225,800,2,160,135,19,8,183.09,24.55,1
5226,344,3,269,697,43,6,224.84,28.74,0
5227,484,6,232,700,36,9,152.3,5.11,0
5228,368,5,206,38,98,1,23.11,0.42,0
5229,938,3,205,794,30,11,1051.29,15.8,1
5230,891,7,227,861,7,2,128.5,5.18,0
5231,437,6,143,687,6,8,997.93,124.28,1
5232,326,4,185,583,65,12,764.1,32.08,1
5233,858,5,266,711,37,11,457.31,5.2,0
5234,778,1,180,617,83,4,91.27,2.8,1
5235,294,4,172,143,51,7,480.75,19.5,0
5236,1062,8,30,725,42,2,35.93,2.53,1
5237,766,5,258,505,6,9,328.35,36.37,0
5238,769,5,264,251,66,7,207.55,27.09,1
5239,866,6,212,466,57,1,42.45,3.35,1
5240,923,6,111,628,27,3,110.73,0.68,1
5241,258,7,12,254,70,10,820.21,113.86,1
5242,585,3,97,886,51,6,522.51,41.94,1
5243,958,2,222,330,69,4,313.87,41.45,0
5244,301,1,129,857,53,7,272.73,13.82,1
5245,790,4,201,200,91,7,234.2,19.39,0
5246,288,3,108,882,8,3,134.22,18.23,0
5247,381,1,155,659,69,4,99.68,6.67,0
5248,190,3,119,206,43,1,58.31,6.75,0
5249,711,1,42,184,77,8,433.33,8.44,0
5250,910,1,147,329,61,2,26.81,3.55,0
5251,608,2,42,232,78,12,845.83,19.72,0
5252,640,4,76,792,56,10,242.25,20.38,0
5253,447,4,102,851,31,1,43.0,5.92,1
5254,128,5,256,690,53,7,231.86,2.66,1
